timestamp,value
2025-09-03T17:47:04.611093+00:00,0.0
2025-09-03T17:47:19.632079+00:00,0.0
2025-09-03T17:47:37.711117+00:00,0.0
2025-09-03T17:47:52.737440+00:00,0.0
2025-09-03T17:48:10.593184+00:00,0.0
2025-09-03T17:48:25.645485+00:00,0.0
2025-09-03T17:48:43.751361+00:00,0.0
2025-09-03T17:48:58.796348+00:00,0.0
2025-09-03T17:49:13.832439+00:00,0.0
2025-09-03T17:49:31.801718+00:00,0.0
2025-09-03T17:49:46.827178+00:00,0.0
2025-09-03T17:50:04.820862+00:00,0.0
2025-09-03T17:50:19.866690+00:00,0.0
2025-09-03T17:50:37.969414+00:00,0.0
2025-09-03T17:50:52.999134+00:00,0.0
2025-09-03T17:51:11.002639+00:00,0.0
2025-09-03T17:51:26.046403+00:00,0.0
2025-09-03T17:51:44.082949+00:00,0.0
2025-09-03T17:51:59.114236+00:00,0.0
2025-09-03T17:52:17.155767+00:00,0.0
2025-09-03T17:52:32.195371+00:00,0.0
2025-09-03T17:52:50.191850+00:00,0.0
2025-09-03T17:53:05.227821+00:00,0.0
2025-09-03T17:53:20.260961+00:00,0.0
2025-09-03T17:53:38.318088+00:00,0.0
2025-09-03T17:53:53.350539+00:00,0.0
2025-09-03T17:54:11.350018+00:00,0.0
2025-09-03T17:54:26.375600+00:00,0.0
2025-09-03T17:54:44.410814+00:00,0.0
2025-09-03T17:54:59.441111+00:00,0.0
2025-09-03T17:55:17.434712+00:00,0.0
2025-09-03T17:55:32.462848+00:00,0.0
2025-09-03T17:55:50.539774+00:00,0.0
2025-09-03T17:56:05.589939+00:00,0.0
2025-09-03T17:56:23.605087+00:00,0.0
2025-09-03T17:56:38.631324+00:00,0.0
2025-09-03T17:56:56.759200+00:00,0.0
2025-09-03T17:57:11.800242+00:00,0.0
2025-09-03T17:57:26.827619+00:00,0.0
2025-09-03T17:57:44.097371+00:00,0.0
2025-09-03T17:57:59.129633+00:00,0.0
2025-09-03T17:58:17.372144+00:00,0.0
2025-09-03T17:58:32.422696+00:00,0.0
2025-09-03T17:58:50.491153+00:00,0.0
2025-09-03T17:59:05.530590+00:00,0.0
2025-09-03T17:59:23.523169+00:00,0.0
2025-09-03T17:59:38.556070+00:00,0.0
2025-09-03T17:59:56.671635+00:00,0.0
2025-09-03T18:00:11.734111+00:00,0.0
2025-09-03T18:00:29.747931+00:00,0.0
2025-09-03T18:00:44.781869+00:00,0.0
2025-09-03T18:01:02.799482+00:00,0.0
2025-09-03T18:01:17.839860+00:00,0.0
2025-09-03T18:01:32.868290+00:00,0.0
2025-09-03T18:01:50.898759+00:00,0.0
2025-09-03T18:02:05.933215+00:00,0.0
2025-09-03T18:02:24.005845+00:00,0.0
2025-09-03T18:02:39.033355+00:00,0.0
2025-09-03T18:02:57.059450+00:00,0.0
2025-09-03T18:03:12.091313+00:00,0.0
2025-09-03T18:03:30.094182+00:00,0.0
2025-09-03T18:03:45.129465+00:00,0.0
2025-09-03T18:04:03.204595+00:00,0.0
2025-09-03T18:04:18.231805+00:00,0.0
2025-09-03T18:04:36.250178+00:00,0.0
2025-09-03T18:04:51.279878+00:00,0.0
2025-09-03T18:05:06.313424+00:00,0.0
2025-09-03T18:05:25.630132+00:00,0.0
2025-09-03T18:05:40.665491+00:00,0.0
2025-09-03T18:05:55.719920+00:00,0.0
2025-09-03T18:06:13.895102+00:00,0.0
2025-09-03T18:06:28.962624+00:00,0.0
2025-09-03T18:06:46.994058+00:00,0.0
2025-09-03T18:07:02.043592+00:00,0.0
2025-09-03T18:07:20.035361+00:00,0.0
2025-09-03T18:07:35.067015+00:00,0.0
2025-09-03T18:07:53.082498+00:00,0.0
2025-09-03T18:08:08.134982+00:00,0.0
2025-09-03T18:08:26.146997+00:00,0.0
2025-09-03T18:08:41.187385+00:00,0.0
2025-09-03T18:08:59.225583+00:00,0.0
2025-09-03T18:09:14.272303+00:00,0.0
2025-09-03T18:09:32.420606+00:00,0.0
2025-09-03T18:09:47.446078+00:00,0.0
2025-09-03T18:10:02.490000+00:00,0.0
2025-09-03T18:10:20.500176+00:00,0.0
2025-09-03T18:10:35.535501+00:00,0.0
2025-09-03T18:10:53.685984+00:00,0.0
2025-09-03T18:11:08.716465+00:00,0.0
2025-09-03T18:11:26.738253+00:00,0.0
2025-09-03T18:11:41.761878+00:00,0.0
2025-09-03T18:11:59.637915+00:00,0.0
2025-09-03T18:12:14.695989+00:00,0.0
2025-09-03T18:12:32.650972+00:00,0.0
2025-09-03T18:12:47.686072+00:00,0.0
2025-09-03T18:13:05.669940+00:00,0.0
2025-09-03T18:13:20.697918+00:00,0.0
2025-09-03T18:13:38.591823+00:00,0.0
2025-09-03T18:13:53.669772+00:00,0.0
2025-09-03T18:14:08.704752+00:00,0.0
2025-09-03T18:14:26.724363+00:00,0.0
2025-09-03T18:14:41.756073+00:00,0.0
2025-09-03T18:14:59.780810+00:00,0.0
2025-09-03T18:15:14.810809+00:00,0.0
2025-09-03T18:15:32.774876+00:00,0.0
2025-09-03T18:15:47.818386+00:00,0.0
2025-09-03T18:16:05.880824+00:00,0.0
2025-09-03T18:16:20.914925+00:00,0.0
2025-09-03T18:16:38.919129+00:00,0.0
2025-09-03T18:16:53.948399+00:00,0.0
