timestamp,pod,value
2025-09-03T21:40:15.488863+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.12752912774786507
2025-09-03T21:40:15.488863+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.12805887195316853
2025-09-03T21:40:15.488863+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,0.1602113673511569
2025-09-03T21:40:30.512548+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.12942521041942756
2025-09-03T21:40:30.512548+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.12690202277148044
2025-09-03T21:40:30.512548+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,0.13805682695237478
2025-09-03T21:40:45.553169+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.14019858205053212
2025-09-03T21:40:45.553169+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.13898959818859757
2025-09-03T21:40:45.553169+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,0.2138774949066792
2025-09-03T21:41:00.575546+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.18913593828478964
2025-09-03T21:41:00.575546+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.1677105543967426
2025-09-03T21:41:00.575546+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,0.4312940126033353
2025-09-03T21:41:15.611638+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.18962695520997563
2025-09-03T21:41:15.611638+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.37577672930738243
2025-09-03T21:41:15.611638+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,0.5315674051381483
2025-09-03T21:41:30.673825+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.23394463521725606
2025-09-03T21:41:30.673825+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.6305654832110141
2025-09-03T21:41:30.673825+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,0.9933632940323205
2025-09-03T21:41:45.716983+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.4007780393845172
2025-09-03T21:41:45.716983+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.7369551432526638
2025-09-03T21:41:45.716983+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,1.6744325166470173
2025-09-03T21:42:00.926895+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.7054315371318675
2025-09-03T21:42:00.926895+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.795528946472154
2025-09-03T21:42:00.926895+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,1.4196630985678604
2025-09-03T21:42:15.967248+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.6565152458321845
2025-09-03T21:42:15.967248+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.8900208995004847
2025-09-03T21:42:15.967248+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,1.0060994684554634
2025-09-03T21:42:31.026655+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.40766275842236505
2025-09-03T21:42:31.026655+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.8123083022378946
2025-09-03T21:42:31.026655+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,1.3298078039755306
2025-09-03T21:42:46.122417+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.14779256039889285
2025-09-03T21:42:46.122417+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.7926559435881371
2025-09-03T21:42:46.122417+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,1.6296701882409388
2025-09-03T21:43:01.223610+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.21905153775903366
2025-09-03T21:43:01.223610+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,1.4565232669182455
2025-09-03T21:43:01.223610+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,1.2470969110626764
2025-09-03T21:43:16.276830+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.48129694928426936
2025-09-03T21:43:16.276830+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,1.276222331660865
2025-09-03T21:43:16.276830+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,1.048190675381999
2025-09-03T21:43:31.325982+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.9991648524408459
2025-09-03T21:43:31.325982+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.36464250717734165
2025-09-03T21:43:31.325982+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,1.3794982216269414
2025-09-03T21:43:46.361765+00:00,product-service-v3-deployment-86c98464ff-q4wr5,1.1572077793812212
2025-09-03T21:43:46.361765+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.1809700999612331
2025-09-03T21:43:46.361765+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,1.5442889697663027
2025-09-03T21:44:01.406077+00:00,product-service-v3-deployment-86c98464ff-q4wr5,1.1960121144289435
2025-09-03T21:44:01.406077+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.36239437894768645
2025-09-03T21:44:01.406077+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,1.5395104171286669
2025-09-03T21:44:16.479558+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.46016621556905635
2025-09-03T21:44:16.479558+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.5492900965060871
2025-09-03T21:44:16.479558+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,1.368380601685204
2025-09-03T21:44:31.520203+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.8283027132025175
2025-09-03T21:44:31.520203+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.6439105327359486
2025-09-03T21:44:31.520203+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,1.8383783761674877
2025-09-03T21:44:46.555486+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.8541655536683319
2025-09-03T21:44:46.555486+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.2474287574208251
2025-09-03T21:44:46.555486+00:00,product-service-v1-deployment-58cbffb9dc-z9m67,1.5218318924617233
2025-09-03T21:45:01.597719+00:00,product-service-v3-deployment-86c98464ff-q4wr5,0.9609893421953123
2025-09-03T21:45:01.597719+00:00,product-service-v2-deployment-5dcf665cdf-69hnb,0.11044817801440886
